"","higher_taxon","family","length_min","length_max","mass_reference","larva_terrestrial","larva_aquatic","adult_terrestrial","adult_aquatic","phytophagous","zoophagous","mycetophagous","saprophagous","detritophagous","coprophagous","phyllophagous","saproxylic","sap_sucking","stem","flower","seed","gall_inducing","miners","roots","not_specified","predator","micropredator","parasite","parasitoid","necrophorous","sub_family","main_feeding_niche_ronquist","main_feeding_habitat_ronquist","in_IBA"
"658","Lepidoptera","Prodoxidae",2,11,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",FALSE
"659","Lepidoptera","Prototheoridae",2,15,"(Capinera 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"660","Lepidoptera","Psychidae",2,37,"(Arnett 2000)",1,0,1,0,0.5,0,0,0,0.5,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"661","Lepidoptera","Pterolonchidae",11,12,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"662","Lepidoptera","Pterophoridae",2,15,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0.2,0.1,0.1,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"663","Lepidoptera","Pyralidae",4,67,"(Resh & Cardé 2009)",1,0,1,0,0.8,0.1,0,0,0.1,0,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"664","Lepidoptera","Riodinidae",8,13,"(Arnett 2000)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",FALSE
"665","Lepidoptera","Roeslerstammiidae",4,8,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"666","Lepidoptera","Saturniidae",12,117,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"667","Lepidoptera","Sematuridae",19,44,"(Capinera 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"668","Lepidoptera","Sesiidae",5,34,"(Resh & Cardé 2009)",1,0,1,0,1,0,0,0,0,0,0,0.7,0,0.3,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Wood",TRUE
"669","Lepidoptera","Somabrachyidae",7,8,"(Capinera 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"670","Lepidoptera","Sphingidae",11,94,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"671","Lepidoptera","Thyrididae",4,42,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",FALSE
"672","Lepidoptera","Tineidae",2,21,"(Capinera 2008)",1,0,1,0,0.1,0.1,0,0,0.8,0,0.3,0,0,0,0.1,0.3,0,0,0,0.3,0,0,0,0,1,NA,"Saprophagous","Temporary habitats",TRUE
"673","Lepidoptera","Tineodidae",7,16,"(Capinera 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"674","Lepidoptera","Tischeriidae",2,3,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"675","Lepidoptera","Tortricidae",3,24,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"676","Lepidoptera","Uraniidae",10,50,"(Capinera 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"677","Lepidoptera","Urodidae",4,14,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"678","Lepidoptera","Xyloryctidae",5,29,"(Pohl et al. 2010)/(Zborowski & Edwards 2007)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"679","Lepidoptera","Yponomeutidae",2,11,"(Resh & Cardé 2009)",1,0,1,0,1,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"680","Lepidoptera","Ypsolophidae",3,6,"(Capinera 2008)",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"681","Lepidoptera","Zygaenidae",4,40,"(Resh & Cardé 2009)",1,0,1,0,1,0,0,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,"Phytophagous","Plants",FALSE
"682","Mantodea",NA,10,170,"(Prete 1999)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"683","Mantophasmatodea",NA,10,30,"(Buder & Klass 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"684","Mecoptera","Apteropanorpidae",5.5,11,"(Palmer & Siebke 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"685","Mecoptera","Bittacidae",14,34,"(Parker 1982)",1,0,1,0,0,0.1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,FALSE
"686","Mecoptera","Boreidae",2,7.5,"(Parker 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"687","Mecoptera","Choristidae",11,14,"(Riek 1973)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"688","Mecoptera","Meropeidae",10,12,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"689","Mecoptera","Nannochoristidae",5,9,"(Byers 1989)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"690","Mecoptera","Panorpidae",9,25,"(Arnett 2000)",1,0,1,0,0,0.1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Saprophagous","Soil",TRUE
"691","Mecoptera","Panorpodidae",7,17,"(Byers 1990)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"692","Megaloptera","Corydalidae",20,80,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"693","Megaloptera","Sialidae",13,18,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Predator","Water",TRUE
"694","Neuroptera","Ascalaphidae",40,80,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator",NA,FALSE
"695","Neuroptera","Berothidae",6,15,"(Resh & Cardé 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"696","Neuroptera","Chrysopidae",10,25,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Plants",TRUE
"697","Neuroptera","Coniopterygidae",2,3,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Plants",TRUE
"698","Neuroptera","Hemerobiidae",6,12,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Plants",TRUE
"699","Neuroptera","Ithonidae",21,40,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"700","Neuroptera","Mantispidae",20,35,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,"Predator",NA,FALSE
"701","Neuroptera","Myrmeleontidae",40,80,"(Arnett 2000)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Soil",TRUE
"702","Neuroptera","Nemopteridae",15,35,"(Resh & Cardé 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"703","Neuroptera","Nevrorthidae",6,10,"(Resh & Cardé 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"704","Neuroptera","Nymphidae",18,40,"(Resh & Cardé 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"705","Neuroptera","Osmylidae",15,30,"(Resh & Cardé 2009)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"706","Neuroptera","Polystoechotidae",35,75,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"707","Neuroptera","Psychopsidae",10,35,"(Resh & Cardé 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"708","Neuroptera","Sisyridae",6,8,"(Arnett 2000)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"Predator","Water",TRUE
"709","Odonata","Aeshnidae",50,100,"(Garrison et al. 2006) ",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"710","Odonata","Austropetaliidae",57,86,"(Garrison et al. 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"711","Odonata","Chlorogomphidae",60,78,"(Wilson undated)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"712","Odonata","Cordulegastridae",55,88,"(Garrison et al. 2006)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"713","Odonata","Corduliidae",28,68,"(Garrison et al. 2006)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"714","Odonata","Gomphidae",25.5,90,"(Garrison et al. 2006)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"715","Odonata","Libellulidae",17,63,"(Garrison et al. 2006)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"716","Odonata","Macromiidae",56,91,"(Garrison et al. 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"717","Odonata","Neopetaliidae",57,58,"(Garrison et al. 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"718","Odonata","Petaluridae",54,88,"(Garrison et al. 2006)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"719","Odonata","Epiophlebiidae",48,60,"(Fleck et al. 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"720","Odonata","Calopterygidae",45,60,"(Esquivel 1997)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",FALSE
"721","Odonata","Chlorocyphidae",26,30,"(Serrano-Meneses et al. 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"722","Odonata","Chorismagrionidae",38,40,"(Morton. 1914)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"723","Odonata","Coenagrionidae",16,60,"(Silsby 2001)/(Howarth & Mull 1992)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"724","Odonata","Diphlebiidae",45,55,"(Stewart 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"725","Odonata","Euphaeidae",26,38,"(Hayashi 1990)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"726","Odonata","Hemiphlebiidae",23,25,"(Rivera 2014)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"727","Odonata","Isostictidae",15,40,"(Watson 1974)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"728","Odonata","Lestidae",40,75,"(Esquivel 1997)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"729","Odonata","Megapodagrionidae",40,75,"(Esquivel 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"730","Odonata","Perilestidae",50,55,"(Esquivel 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"731","Odonata","Platycnemididae",40,50,"(Silsby 2001)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Predator","Water",TRUE
"732","Odonata","Platystictidae",40,50,"(Esquivel 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"733","Odonata","Polythoridae",30,40,"(Esquivel 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"734","Odonata","Protoneuridae",30,35,"(Esquivel 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"735","Odonata","Pseudolestidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"736","Odonata","Pseudostigmatidae",80,120,"(Esquivel 1997)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"737","Odonata","Synlestidae",35,60,"(Picker et al. 2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"738","Orthoptera","Acrididae",9,120,"(Parker 1982)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"739","Orthoptera","Cylindrachetidae",35,75,"(Günther 1992)/(Bailey 2007)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"740","Orthoptera","Eumastacoidae",10,45,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"741","Orthoptera","Lentulidae",12,25,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"742","Orthoptera","Pamphagidae",30,90,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"743","Orthoptera","Pneumoridae",11.5,100,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"744","Orthoptera","Proscopiidae",25,165,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"745","Orthoptera","Pyrgomorphidae",10,90,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"746","Orthoptera","Romaleidae",18,80,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"747","Orthoptera","Tanaoceridae",10.3,25,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"748","Orthoptera","Tetrigidae",6,16,"(Arnett 2000)",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,"Phytophagous","Plants",TRUE
"749","Orthoptera","Tridactylidae",4,15,"(Naskrecki 2001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"750","Orthoptera","Trigonopterygidae",29,40,"(Ng et al. 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"751","Orthoptera","Xyronotidae",17,30,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"752","Orthoptera","Anostostomatidae",20,80,"(Pratt et al. 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"753","Orthoptera","Gryllacrididae",7,50,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"754","Orthoptera","Gryllidae",4,50,"(Otte & Alexander 1983)",1,0,1,0,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,1,0,0,0,0,NA,"Saprophagous","Soil",TRUE
"755","Orthoptera","Gryllotalpidae",20,40,"(Arnett 2000)",1,0,1,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,"Phytophagous","Soil",FALSE
"756","Orthoptera","Myrmecophilidae",2,4,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saprophagous","Soil",FALSE
"757","Orthoptera","Prophalangopsidae",17,30,"(Walker 2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"758","Orthoptera","Rhaphidophoridae",10,30,"(Richards 1968)/(Richards 1959)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predator","Soil",FALSE
"759","Orthoptera","Stenopelmatidae",30,50,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"760","Orthoptera","Tettigoniidae",5,90,"(Rentz 2010)",1,0,1,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,"Predator","Plants",TRUE
"761","Phasmatodea","Agathemeridae",40,70,"(Zompro 2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"762","Phasmatodea","Aschiphasmatidae",20,60,"(Ng et al. 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"763","Phasmatodea","Bacillidae",40,110,"(Scali et al. 2012) /(Picker et al. 2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"764","Phasmatodea","Diapheromeridae",17.5,140,"(Zompro 1999)/ (Brock & Hasenpusch 2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"765","Phasmatodea","Heteropterygidae",20,150,"(Ng et al. 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"766","Phasmatodea","Phasmatidae",50,357,"(Ng et al. 2011)/ (Hennemann & Conle 2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"767","Phasmatodea","Phylliidae",24,90,"(Zompro 2001)/(Ng et al. 2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"768","Phasmatodea","Pseudophasmatoidea",17.5,250,"(Zompro 1998)/(Picker et al. 2004)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"769","Phasmatodea","Timematidae",12,25,"(Arnett 2000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"770","Phthiraptera","Boopidae",1.3,3.14,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"771","Phthiraptera","Gyropidae",0.8,1,"(Parker 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Parasite","Homeothermic animals",FALSE
"772","Phthiraptera","Haematomyzidae",1.9,3,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"773","Phthiraptera","Heptapsogasteridae",0.81,4.44,"(Parker 1982)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"774","Phthiraptera","Laemobothriidae",6.5,11,"(Parker 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Parasite","Homeothermic animals",FALSE
"775","Phthiraptera","Menoponidae",1.1,6,"(Parker 1982)",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"Parasite","Homeothermic animals",FALSE
